color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,people,category
Color,Nimr??d Antal,107.0,88.0,190.0,163.0,Fred Ward,137000.0,15988876.0,Action|Crime|Thriller,Andrew Fiscella,Armored ,26236,137712,Lorna Raver,6.0,armored truck|blood splatter|die hard scenario|guard|heist,http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1,110.0,English,USA,PG-13,27000000.0,2009.0,459.0,5.7,2.35,0,Andrew_Fiscella|Fred_Ward|Lorna_Raver|Nimr??d_Antal,22
Color,Michael Mayer,84.0,97.0,15.0,874.0,Matt Frewer,18000.0,1029017.0,Drama|Romance,Robin Wright,A Home at the End of the World ,12049,21107,Sissy Spacek,2.0,hand job|hugging|long hair|new york city|two men one woman,http://www.imdb.com/title/tt0359423/?ref_=fn_tt_tt_1,135.0,English,USA,R,6500000.0,2004.0,986.0,6.8,2.35,1000,Robin_Wright|Matt_Frewer|Sissy_Spacek|Michael_Mayer,1
Color,John McTiernan,131.0,98.0,323.0,511.0,Harry Connick Jr.,933.0,26536120.0,Action|Crime|Drama|Mystery|Thriller,Connie Nielsen,Basic ,49926,3357,Tim Daly,0.0,2000s|army|military crime|necklace yanked off|panama,http://www.imdb.com/title/tt0264395/?ref_=fn_tt_tt_1,286.0,English,Germany,R,50000000.0,2003.0,631.0,6.5,2.35,0,Connie_Nielsen|Harry_Connick_Jr.|Tim_Daly|John_McTiernan,22
Color,Sofia Coppola,301.0,97.0,0.0,106.0,Chris Pontius,227.0,1768416.0,Comedy|Drama,Nathalie Fay,Somewhere ,35848,684,Erin Wasson,0.0,actor|boredom|luxury hotel|party|trip,http://www.imdb.com/title/tt1421051/?ref_=fn_tt_tt_1,198.0,English,USA,R,7000000.0,2010.0,218.0,6.3,1.85,0,Nathalie_Fay|Chris_Pontius|Erin_Wasson|Sofia_Coppola,1
Color,John Luessenhop,282.0,92.0,34.0,322.0,Keram Malicki-S??nchez,383.0,34334256.0,Horror|Thriller,Gunnar Hansen,Texas Chainsaw 3D ,35131,1945,Shaun Sipos,0.0,chainsaw|halloween|mansion|massacre|texas,http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1,255.0,English,USA,R,11000000.0,2013.0,333.0,4.8,2.35,16000,Gunnar_Hansen|Keram_Malicki-S??nchez|Shaun_Sipos|John_Luessenhop,49
Color,Steven Soderbergh,436.0,106.0,0.0,175.0,Monique Gabriela Curnen,13000.0,75638743.0,Drama|Thriller,Matt Damon,Contagion ,180479,13634,Griffin Kane,4.0,contagion|cure|infection|panic|virus,http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1,411.0,English,USA,PG-13,60000000.0,2011.0,240.0,6.6,1.85,42000,Matt_Damon|Monique_Gabriela_Curnen|Griffin_Kane|Steven_Soderbergh,9
Color,John Sayles,68.0,135.0,407.0,111.0,Clifton James,11000.0,13269963.0,Drama|Mystery,Matthew McConaughey,Lone Star ,23202,11400,Miriam Colon,2.0,father son relationship|interracial relationship|neo western|sheriff|texas,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,173.0,English,USA,R,5000000.0,1996.0,189.0,7.6,2.35,0,Matthew_McConaughey|Clifton_James|Miriam_Colon|John_Sayles,1
Color,Dennis Dugan,90.0,75.0,221.0,553.0,Jon Heder,11000.0,57651794.0,Comedy|Romance|Sport,Jon Lovitz,The Benchwarmers ,40651,13125,Tim Meadows,2.0,baseball|baseball team|bully|millionaire|team,http://www.imdb.com/title/tt0437863/?ref_=fn_tt_tt_1,209.0,English,USA,PG-13,33000000.0,2006.0,970.0,5.6,1.85,0,Jon_Lovitz|Jon_Heder|Tim_Meadows|Dennis_Dugan,10
Color,Joshua Michael Stern,131.0,120.0,0.0,886.0,Judge Reinhold,1000.0,16284360.0,Comedy|Drama,Madeline Carroll,Swing Vote ,15079,6212,Nathan Lane,1.0,ballot|election|new mexico|vote|voting,http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1,79.0,English,USA,PG-13,21000000.0,2008.0,901.0,6.1,2.35,1000,Madeline_Carroll|Judge_Reinhold|Nathan_Lane|Joshua_Michael_Stern,1
Color,Michael Chapman,21.0,98.0,70.0,90.0,Pamela Reed,876.0,1953732.0,Adventure|Drama|Fantasy,Curtis Armstrong,The Clan of the Cave Bear ,4996,1351,Mike Muscat,0.0,cave bear|cro magnon|neanderthal|survival|tradition,http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1,62.0,English,USA,R,15000000.0,1986.0,324.0,5.3,2.35,843,Curtis_Armstrong|Pamela_Reed|Mike_Muscat|Michael_Chapman,0
Color,Kenneth Branagh,85.0,150.0,0.0,401.0,Brian Blessed,597.0,4414535.0,Drama,Julie Christie,Hamlet ,30618,1645,Richard Briers,0.0,classic literature|denmark|funeral|madness|prince,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,224.0,English,UK,PG-13,18000000.0,1996.0,591.0,7.8,2.2,0,Julie_Christie|Brian_Blessed|Richard_Briers|Kenneth_Branagh,1
Color,Phillip Noyce,42.0,141.0,176.0,672.0,Dean Jones,11000.0,122012710.0,Action|Crime|Drama|Thriller,Harrison Ford,Clear and Present Danger ,69663,14178,Raymond Cruz,1.0,cia|colombia|colombian drug cartel|drugs|president,http://www.imdb.com/title/tt0109444/?ref_=fn_tt_tt_1,133.0,English,USA,PG-13,62000000.0,1994.0,913.0,6.9,2.35,0,Harrison_Ford|Dean_Jones|Raymond_Cruz|Phillip_Noyce,37
Color,Rob Zombie,220.0,119.0,0.0,593.0,Tyler Mane,908.0,33386128.0,Horror,Scout Taylor-Compton,Halloween II ,36372,3226,Margot Kidder,0.0,halloween|hospital|michael myers|rampage|vomiting,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,491.0,English,USA,R,15000000.0,2009.0,764.0,4.9,1.85,3000,Scout_Taylor-Compton|Tyler_Mane|Margot_Kidder|Rob_Zombie,49
Color,Jaume Balaguer??,222.0,85.0,57.0,6.0,Pablo Rosso,37.0,27024.0,Horror,Jonathan D. Mellor,[Rec] 2 ,55597,73,Andrea Ros,0.0,apartment|apartment building|blood sample|crucifix|zombie,http://www.imdb.com/title/tt1245112/?ref_=fn_tt_tt_1,148.0,Spanish,Spain,R,5600000.0,2009.0,9.0,6.6,1.85,4000,Jonathan_D._Mellor|Pablo_Rosso|Andrea_Ros|Jaume_Balaguer??,49
Color,Shawn Levy,97.0,95.0,189.0,306.0,David Agranov,500.0,56127162.0,Comedy|Romance,Taran Killam,Just Married ,57479,2020,David Moscow,2.0,fall|honeymoon|love|marriage|newlywed,http://www.imdb.com/title/tt0305711/?ref_=fn_tt_tt_1,205.0,English,USA,PG-13,18000000.0,2003.0,308.0,5.4,1.85,0,Taran_Killam|David_Agranov|David_Moscow|Shawn_Levy,10
Color,Adrian Lyne,152.0,124.0,213.0,372.0,Erik Per Sullivan,838.0,52752475.0,Drama|Thriller,Olivier Martinez,Unfaithful ,63067,2583,Chad Lowe,0.0,erotic thriller|infidelity|marital infidelity|unfaithfulness|wife's lover murdered by husband,http://www.imdb.com/title/tt0250797/?ref_=fn_tt_tt_1,533.0,English,USA,R,50000000.0,2002.0,593.0,6.7,1.85,0,Olivier_Martinez|Erik_Per_Sullivan|Chad_Lowe|Adrian_Lyne,17
Color,Niki Caro,113.0,129.0,51.0,89.0,Valente Rodriguez,427.0,44469602.0,Biography|Drama|Sport,Morgan Saylor,"McFarland, USA ",23480,952,Diana Maria Riva,0.0,coach|high school|place name in title|school|student,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,83.0,English,USA,PG,17000000.0,2015.0,234.0,7.4,2.35,21000,Morgan_Saylor|Valente_Rodriguez|Diana_Maria_Riva|Niki_Caro,12
Color,Shawn Levy,179.0,108.0,189.0,1000.0,Rami Malek,49000.0,250863268.0,Action|Adventure|Comedy|Family|Fantasy,Robin Williams,Night at the Museum ,234480,55486,Steve Coogan,2.0,chaos|museum|museum of natural history|night watchman|watchman,http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1,444.0,English,USA,PG,110000000.0,2006.0,3000.0,6.4,1.85,3000,Robin_Williams|Rami_Malek|Steve_Coogan|Shawn_Levy,29
Color,Henry Alex Rubin,110.0,88.0,30.0,0.0,Joe Bishop,15.0,1523883.0,Documentary|Sport,Mark Zupan,Murderball ,9037,15,Andy Cohn,1.0,paralympics|quad rugby|rugby|team|wheelchair,http://www.imdb.com/title/tt0436613/?ref_=fn_tt_tt_1,70.0,English,USA,R,1750211.0,2005.0,0.0,7.8,1.85,0,Mark_Zupan|Joe_Bishop|Andy_Cohn|Henry_Alex_Rubin,38
Color,Edgar Wright,393.0,112.0,1000.0,719.0,Kieran Culkin,10000.0,31494270.0,Action|Comedy|Fantasy|Romance,Anna Kendrick,Scott Pilgrim vs. the World ,273921,12687,Ellen Wong,0.0,band|dating|high school|hipster|rock band,http://www.imdb.com/title/tt0446029/?ref_=fn_tt_tt_1,522.0,English,USA,PG-13,60000000.0,2010.0,1000.0,7.5,1.85,36000,Anna_Kendrick|Kieran_Culkin|Ellen_Wong|Edgar_Wright,10
Color,F. Gary Gray,68.0,140.0,473.0,294.0,Michael Cudlitz,18000.0,44484065.0,Action|Crime|Drama|Mystery|Thriller,Kevin Spacey,The Negotiator ,107227,20152,Siobhan Fallon Hogan,2.0,hostage|innocence|murder|negotiator|police,http://www.imdb.com/title/tt0120768/?ref_=fn_tt_tt_1,279.0,English,Germany,R,50000000.0,1998.0,822.0,7.3,2.35,3000,Kevin_Spacey|Michael_Cudlitz|Siobhan_Fallon_Hogan|F._Gary_Gray,22
Color,David O. Russell,539.0,122.0,737.0,14000.0,Robert De Niro,34000.0,132088910.0,Comedy|Drama|Romance,Jennifer Lawrence,Silver Linings Playbook ,533607,72115,Bradley Cooper,0.0,adulterous wife|bipolar disorder|obsessive compulsive personality disorder|unhappy marriage|widow,http://www.imdb.com/title/tt1045658/?ref_=fn_tt_tt_1,692.0,English,USA,R,21000000.0,2012.0,22000.0,7.8,2.35,117000,Jennifer_Lawrence|Robert_De_Niro|Bradley_Cooper|David_O._Russell,5
Color,Curtis Hanson,119.0,110.0,161.0,196.0,Omar Benson Miller,1000.0,116724075.0,Drama|Music,Mekhi Phifer,8 Mile ,187181,1954,Evan Jones,0.0,competition|contest|friend|self expression|white rapper,http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1,564.0,English,USA,R,41000000.0,2002.0,418.0,7.0,2.35,0,Mekhi_Phifer|Omar_Benson_Miller|Evan_Jones|Curtis_Hanson,31
Color,Lucrecia Martel,78.0,106.0,33.0,3.0,Mercedes Mor??n,341.0,304124.0,Drama,M??a Maestro,The Holy Girl ,2720,358,Mar??a Alche,0.0,16 year old|doctor|hotel|tinnitus|title directed by female,http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1,37.0,Spanish,Argentina,R,1400000.0,2004.0,5.0,6.7,1.85,57,M??a_Maestro|Mercedes_Mor??n|Mar??a_Alche|Lucrecia_Martel,1
Color,Guillermo del Toro,575.0,131.0,0.0,919.0,Clifton Collins Jr.,16000.0,101785482.0,Action|Adventure|Sci-Fi,Charlie Hunnam,Pacific Rim ,381148,19166,Larry Joe Campbell,0.0,giant monster|kaiju|pilot|portal|robot,http://www.imdb.com/title/tt1663662/?ref_=fn_tt_tt_1,1106.0,English,USA,PG-13,190000000.0,2013.0,968.0,7.0,1.85,83000,Charlie_Hunnam|Clifton_Collins_Jr.|Larry_Joe_Campbell|Guillermo_del_Toro,19
Black and White,Steven Spielberg,388.0,146.0,14000.0,979.0,Benedict Cumberbatch,25000.0,79883359.0,Drama|War,Jeremy Irvine,War Horse ,116159,46726,Eddie Marsan,1.0,barbed wire|british|cavalry|horse|world war one,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,488.0,English,USA,PG-13,66000000.0,2011.0,19000.0,7.2,2.35,28000,Jeremy_Irvine|Benedict_Cumberbatch|Eddie_Marsan|Steven_Spielberg,4
Color,Wolfgang Petersen,96.0,293.0,249.0,18.0,Martin Semmelrogge,362.0,11433134.0,Adventure|Drama|Thriller|War,J??rgen Prochnow,Das Boot ,168203,469,Herbert Gr??nemeyer,0.0,duty|submarine|submarine movie|tension|u boat,http://www.imdb.com/title/tt0082096/?ref_=fn_tt_tt_1,426.0,German,West Germany,R,14000000.0,1981.0,21.0,8.4,1.85,11000,J??rgen_Prochnow|Martin_Semmelrogge|Herbert_Gr??nemeyer|Wolfgang_Petersen,17
Color,Gavin O'Connor,64.0,102.0,149.0,276.0,Janet McTeer,409.0,1281176.0,Comedy|Drama,Kimberly J. Brown,Tumbleweeds ,2932,1986,Lois Smith,1.0,boss|fight|reference to william shakespeare|white trash|written and directed by cast member,http://www.imdb.com/title/tt0161023/?ref_=fn_tt_tt_1,73.0,English,USA,PG-13,312000.0,1999.0,277.0,6.7,1.85,121,Kimberly_J._Brown|Janet_McTeer|Lois_Smith|Gavin_O'Connor,1
Color,Chris Buck,406.0,102.0,69.0,490.0,Maurice LaMarche,1000.0,400736600.0,Adventure|Animation|Comedy|Family|Fantasy|Musical,Josh Gad,Frozen ,421658,2582,Livvy Stubenrauch,0.0,magic|sister love|sister sister relationship|snow|snowman,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,904.0,English,USA,PG,150000000.0,2013.0,523.0,7.6,2.24,58000,Josh_Gad|Maurice_LaMarche|Livvy_Stubenrauch|Chris_Buck,8
Color,Woody Allen,223.0,98.0,11000.0,557.0,Naomi Watts,12000.0,3247816.0,Comedy|Drama|Romance,Anthony Hopkins,You Will Meet a Tall Dark Stranger ,36145,19310,Ewen Bremner,0.0,call girl|charlatan|fortune teller|manuscript|writer,http://www.imdb.com/title/tt1182350/?ref_=fn_tt_tt_1,108.0,English,USA,R,22000000.0,2010.0,6000.0,6.3,1.85,0,Anthony_Hopkins|Naomi_Watts|Ewen_Bremner|Woody_Allen,42
Color,Rob Schmidt,191.0,84.0,36.0,648.0,Lindy Booth,2000.0,15417771.0,Horror|Thriller,Kevin Zegers,Wrong Turn ,87494,3416,Julian Richings,1.0,forest|mountain|road|stupid victim|west virginia,http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,540.0,English,USA,R,12600000.0,2003.0,683.0,6.1,1.85,0,Kevin_Zegers|Lindy_Booth|Julian_Richings|Rob_Schmidt,49
Color,F. Gary Gray,110.0,109.0,473.0,582.0,Jeff Kober,14000.0,26183197.0,Action|Crime|Drama|Thriller,Vin Diesel,A Man Apart ,38348,16611,Larenz Tate,0.0,bust|dea|drug cartel|justice|tragic hero,http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1,135.0,English,USA,R,36000000.0,2003.0,919.0,6.1,2.35,0,Vin_Diesel|Jeff_Kober|Larenz_Tate|F._Gary_Gray,22
Color,Tim Story,91.0,102.0,167.0,436.0,Jason George,656.0,75074950.0,Comedy|Drama,Sean Patrick Thomas,Barbershop ,22147,2754,Cedric the Entertainer,0.0,barber|barbershop|blaxploitation|loan shark|theft,http://www.imdb.com/title/tt0303714/?ref_=fn_tt_tt_1,156.0,English,USA,PG-13,12000000.0,2002.0,528.0,6.3,1.85,770,Sean_Patrick_Thomas|Jason_George|Cedric_the_Entertainer|Tim_Story,1
Color,Frank Marshall,118.0,120.0,155.0,249.0,Bruce Greenwood,23000.0,81593527.0,Adventure|Drama|Family,Paul Walker,Eight Below ,48806,24300,Wendy Crewson,1.0,antarctica|dog|siberian husky|sled dog|survival,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,263.0,English,USA,PG,40000000.0,2006.0,984.0,7.3,2.35,11000,Paul_Walker|Bruce_Greenwood|Wendy_Crewson|Frank_Marshall,0
Color,Bernardo Bertolucci,75.0,219.0,973.0,400.0,Joan Chen,1000.0,43984230.0,Biography|Drama|History,Cary-Hiroyuki Tagawa,The Last Emperor ,70274,2451,Victor Wong,0.0,abdication|china|emperor|forbidden city|republic,http://www.imdb.com/title/tt0093389/?ref_=fn_tt_tt_1,133.0,English,China,PG-13,23000000.0,1987.0,643.0,7.8,2.35,0,Cary-Hiroyuki_Tagawa|Joan_Chen|Victor_Wong|Bernardo_Bertolucci,14
Color,Tommy Wirkola,349.0,98.0,75.0,467.0,Derek Mears,10000.0,55682070.0,Action|Fantasy|Horror,Jeremy Renner,Hansel & Gretel: Witch Hunters ,159868,11946,Ingrid Bols?? Berdal,2.0,bounty hunter|brother sister team|death of loved one|hansel and gretel|supernatural power,http://www.imdb.com/title/tt1428538/?ref_=fn_tt_tt_1,304.0,English,Germany,R,50000000.0,2013.0,520.0,6.1,2.35,45000,Jeremy_Renner|Derek_Mears|Ingrid_Bols??_Berdal|Tommy_Wirkola,6
Color,Larry Charles,313.0,99.0,119.0,174.0,Aasif Mandvi,600.0,59617068.0,Comedy|Romance,Sayed Badreya,The Dictator ,213863,1375,Horatio Sanz,0.0,dictator|hotel|oil|overalls|sunglasses,http://www.imdb.com/title/tt1645170/?ref_=fn_tt_tt_1,310.0,English,USA,R,65000000.0,2012.0,346.0,6.4,2.35,59000,Sayed_Badreya|Aasif_Mandvi|Horatio_Sanz|Larry_Charles,10
Color,Todd Graff,79.0,111.0,650.0,181.0,Charlie Saxton,690.0,5205343.0,Comedy|Drama|Family|Music|Romance,Scott Porter,Bandslam ,11958,1573,Ryan Donowho,3.0,battle of the bands|high school|rock 'n' roll|school|teenager,http://www.imdb.com/title/tt0976222/?ref_=fn_tt_tt_1,39.0,English,USA,PG,20000000.0,2009.0,224.0,6.4,2.35,1000,Scott_Porter|Charlie_Saxton|Ryan_Donowho|Todd_Graff,24
Color,Vincente Minnelli,41.0,102.0,136.0,48.0,Reginald Owen,89.0,2956000.0,Adventure|Comedy|Musical|Romance,Gladys Cooper,The Pirate ,3258,282,Ellen Ross,0.0,hoop|horseback riding|love|pirate|singer,http://www.imdb.com/title/tt0040694/?ref_=fn_tt_tt_1,54.0,English,USA,Approved,3700000.0,1948.0,78.0,7.1,1.37,359,Gladys_Cooper|Reginald_Owen|Ellen_Ross|Vincente_Minnelli,10
Color,Rebecca Miller,75.0,112.0,58.0,42.0,Susanna Thompson,552.0,712294.0,Drama,Beau Bridges,The Ballad of Jack and Rose ,9408,859,Ryan McDonald,1.0,commune|defecation|environmentalism|fellatio|island,http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1,68.0,English,USA,R,1500000.0,2005.0,265.0,6.7,1.66,608,Beau_Bridges|Susanna_Thompson|Ryan_McDonald|Rebecca_Miller,1
Color,Istv??n Szab??,93.0,104.0,109.0,202.0,Shaun Evans,405.0,7739049.0,Comedy|Drama|Romance,Miriam Margolyes,Being Julia ,10680,847,Juliet Stevenson,2.0,diva|marriage|open marriage|revenge|social climber,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,112.0,English,Canada,R,18000000.0,2004.0,204.0,7.1,1.85,562,Miriam_Margolyes|Shaun_Evans|Juliet_Stevenson|Istv??n_Szab??,24
Color,Josef Rusnak,111.0,100.0,9.0,363.0,Craig Bierko,599.0,15500000.0,Mystery|Sci-Fi|Thriller,Gretchen Mol,The Thirteenth Floor ,51996,2389,Brad William Henke,0.0,amnesia|barricade|letter|time|virtual reality,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,302.0,English,Germany,R,16000000.0,1999.0,380.0,7.0,2.35,0,Gretchen_Mol|Craig_Bierko|Brad_William_Henke|Josef_Rusnak,30
Color,Nicholas Meyer,112.0,110.0,120.0,664.0,Kurtwood Smith,12000.0,74888996.0,Action|Adventure|Sci-Fi|Thriller,Leonard Nimoy,Star Trek VI: The Undiscovered Country ,55513,16230,Nichelle Nichols,0.0,captain|explosion|klingon|moon|peace,http://www.imdb.com/title/tt0102975/?ref_=fn_tt_tt_1,188.0,English,USA,PG,30000000.0,1991.0,1000.0,7.2,2.35,0,Leonard_Nimoy|Kurtwood_Smith|Nichelle_Nichols|Nicholas_Meyer,35
Color,Roger Spottiswoode,67.0,125.0,55.0,2.0,Guang Li,991.0,1027749.0,Drama|War,Radha Mitchell,The Children of Huang Shi ,8087,1003,Matthew Walker,4.0,british|communist|journalist|nurse|orphan,http://www.imdb.com/title/tt0889588/?ref_=fn_tt_tt_1,33.0,English,Australia,R,40000000.0,2008.0,10.0,7.1,2.35,1000,Radha_Mitchell|Guang_Li|Matthew_Walker|Roger_Spottiswoode,1
Color,Nick Cassavetes,177.0,123.0,415.0,545.0,Kevin Connolly,33000.0,64286.0,Drama|Romance,Ryan Gosling,The Notebook ,396396,34495,Gena Rowlands,0.0,class differences|letter|nursing home|second chance|summer love,http://www.imdb.com/title/tt0332280/?ref_=fn_tt_tt_1,1111.0,English,USA,PG-13,29000000.0,2004.0,638.0,7.9,2.35,57000,Ryan_Gosling|Kevin_Connolly|Gena_Rowlands|Nick_Cassavetes,43
Color,Matt Maiellaro,82.0,86.0,8.0,357.0,Fred Armisen,2000.0,5518918.0,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,Tina Fey,Aqua Teen Hunger Force Colon Movie Film for Theaters ,12160,3071,Chris Kattan,0.0,based on cult tv series|critically acclaimed|exercise machine|midnight movie|robot,http://www.imdb.com/title/tt0455326/?ref_=fn_tt_tt_1,73.0,English,USA,R,750000.0,2007.0,424.0,6.9,1.85,307,Tina_Fey|Fred_Armisen|Chris_Kattan|Matt_Maiellaro,29
Color,Kinka Usher,125.0,121.0,18.0,776.0,Wes Studi,1000.0,29655590.0,Action|Comedy|Fantasy|Sci-Fi,Janeane Garofalo,Mystery Men ,53970,3986,Eddie Izzard,4.0,bowling|rajah|sphinx|spleen|superhero,http://www.imdb.com/title/tt0132347/?ref_=fn_tt_tt_1,435.0,English,USA,PG-13,65000000.0,1999.0,855.0,6.0,1.85,0,Janeane_Garofalo|Wes_Studi|Eddie_Izzard|Kinka_Usher,27
Color,Neema Barnette,11.0,91.0,21.0,469.0,LisaRaye McCoy,597.0,243347.0,Crime|Drama|Thriller,Monica Calhoun,Civil Brand ,553,2555,Clifton Powell,3.0,abuse of power|friendship|prison|prison guard|title directed by female,http://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1,24.0,English,USA,R,500000.0,2002.0,485.0,5.3,1.85,86,Monica_Calhoun|LisaRaye_McCoy|Clifton_Powell|Neema_Barnette,17
Color,Mark Neveldine,150.0,96.0,83.0,926.0,Clifton Collins Jr.,26000.0,13630226.0,Action|Crime|Sci-Fi|Thriller,Jason Statham,Crank: High Voltage ,112516,30541,David Carradine,0.0,artificial heart|heart|horse penis|prostitute|stripper,http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1,223.0,English,USA,R,20000000.0,2009.0,968.0,6.2,1.85,0,Jason_Statham|Clifton_Collins_Jr.|David_Carradine|Mark_Neveldine,22
Color,Stanley Kubrick,285.0,161.0,0.0,73.0,Gary Lockwood,273.0,56715371.0,Adventure|Mystery|Sci-Fi,Keir Dullea,2001: A Space Odyssey ,427357,727,Glenn Beck,0.0,ancient astronaut|famous line|message from outer space|monolith|star child,http://www.imdb.com/title/tt0062622/?ref_=fn_tt_tt_1,1736.0,English,UK,G,12000000.0,1968.0,117.0,8.3,2.2,24000,Keir_Dullea|Gary_Lockwood|Glenn_Beck|Stanley_Kubrick,19
Color,Russell Mulcahy,112.0,110.0,85.0,186.0,Jon Polito,1000.0,5900000.0,Action|Adventure|Fantasy,Christopher Lambert,Highlander ,98629,1852,Celia Imrie,1.0,combat|head cut off|immortal|scotland|swordsman,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,316.0,English,UK,R,16000000.0,1986.0,309.0,7.2,1.85,0,Christopher_Lambert|Jon_Polito|Celia_Imrie|Russell_Mulcahy,3
Color,Sngmoo Lee,95.0,100.0,19.0,433.0,Dong-gun Jang,624.0,5664251.0,Action|Fantasy|Western,Tony Cox,The Warrior's Way ,22309,2056,Jed Brophy,1.0,bullet time|explosion|knife throwing|throwing a knife|violence,http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1,102.0,English,New Zealand,R,45000000.0,2010.0,489.0,6.3,2.35,0,Tony_Cox|Dong-gun_Jang|Jed_Brophy|Sngmoo_Lee,3
Color,Josh Trank,414.0,89.0,128.0,371.0,Alex Russell,963.0,64572496.0,Drama|Sci-Fi|Thriller,Michael Kelly,Chronicle ,204327,2054,Ashley Hinshaw,0.0,found footage|high school|subjective camera|teen angst|troubled teen,http://www.imdb.com/title/tt1706593/?ref_=fn_tt_tt_1,471.0,English,USA,PG-13,12000000.0,2012.0,465.0,7.1,1.85,32000,Michael_Kelly|Alex_Russell|Ashley_Hinshaw|Josh_Trank,17
Color,Robert Zemeckis,185.0,130.0,0.0,568.0,Amber Valletta,11000.0,155370362.0,Drama|Fantasy|Horror|Mystery|Thriller,Harrison Ford,What Lies Beneath ,98403,12890,Miranda Otto,0.0,ghost|haunted house|research|secret|vermont,http://www.imdb.com/title/tt0161081/?ref_=fn_tt_tt_1,683.0,English,USA,PG-13,100000000.0,2000.0,627.0,6.6,2.35,0,Harrison_Ford|Amber_Valletta|Miranda_Otto|Robert_Zemeckis,37
Color,Bruce Paltrow,65.0,112.0,28.0,215.0,Marian Seldes,555.0,4734235.0,Comedy|Drama|Music,Lochlyn Munro,Duets ,8217,1227,Huey Lewis,0.0,convict|karaoke|middle america|salesman|singer,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,123.0,English,USA,R,15000000.0,2000.0,403.0,6.0,1.85,573,Lochlyn_Munro|Marian_Seldes|Huey_Lewis|Bruce_Paltrow,31
Color,Ash Brannon,154.0,85.0,9.0,970.0,Zooey Deschanel,12000.0,58867694.0,Animation|Comedy|Family|Sport,Jeff Bridges,Surf's Up ,54077,25590,Jon Heder,0.0,chicken|competition|island|penguin|surfing,http://www.imdb.com/title/tt0423294/?ref_=fn_tt_tt_1,112.0,English,USA,PG,100000000.0,2007.0,11000.0,6.8,1.85,0,Jeff_Bridges|Zooey_Deschanel|Jon_Heder|Ash_Brannon,28
Color,Robert Zemeckis,49.0,104.0,0.0,812.0,Meryl Streep,13000.0,58422650.0,Comedy|Fantasy|Horror,Bruce Willis,Death Becomes Her ,78974,25599,Isabella Rossellini,3.0,plastic surgeon|rejuvenation|revenge|rival|rivalry,http://www.imdb.com/title/tt0104070/?ref_=fn_tt_tt_1,173.0,English,USA,PG-13,55000000.0,1992.0,11000.0,6.4,1.85,8000,Bruce_Willis|Meryl_Streep|Isabella_Rossellini|Robert_Zemeckis,7
Color,Michael Sucsy,214.0,104.0,23.0,281.0,Lucas Bryant,17000.0,125014030.0,Drama|Romance,Channing Tatum,The Vow ,145852,18322,Dillon Casey,0.0,car accident|life support|memory loss|trauma|voice recording,http://www.imdb.com/title/tt1606389/?ref_=fn_tt_tt_1,164.0,English,USA,PG-13,30000000.0,2012.0,359.0,6.8,2.35,32000,Channing_Tatum|Lucas_Bryant|Dillon_Casey|Michael_Sucsy,1
Color,Shekhar Kapur,141.0,124.0,159.0,240.0,John Gielgud,288.0,30012990.0,Biography|Drama|History,Fanny Ardant,Elizabeth ,75973,1006,Eric Cantona,1.0,16th century|british royal family|catholic|queen|queen elizabeth i,http://www.imdb.com/title/tt0127536/?ref_=fn_tt_tt_1,409.0,English,UK,R,25000000.0,1998.0,249.0,7.5,1.85,0,Fanny_Ardant|John_Gielgud|Eric_Cantona|Shekhar_Kapur,14
