,genres,plot_keywords,movie_title,actor_1_name,actor_2_name,actor_3_name,director_name,imdb_score,people,cat
2606,Comedy|Romance,african american,Peeples ,Tyler James Williams,S. Epatha Merkerson,Diahann Carroll,Tina Gordon Chism,5.3,Tyler_James_Williams|S._Epatha_Merkerson|Diahann_Carroll|Tina_Gordon_Chism,2
2607,Comedy|Music,20 years later|drummer|hdtv|rock band|rock star,The Rocker ,Emma Stone,Bradley Cooper,Josh Gad,Peter Cattaneo,6.2,Emma_Stone|Bradley_Cooper|Josh_Gad|Peter_Cattaneo,42
2608,Comedy|Romance,graduation|graduation speech|title directed by female|tv studio|unemployment,Post Grad ,J.K. Simmons,Zach Gilford,Bobby Coleman,Vicky Jenson,5.3,J.K._Simmons|Zach_Gilford|Bobby_Coleman|Vicky_Jenson,2
2609,Drama,corporate greed|corporation|natural gas|salesman|small town,Promised Land ,Matt Damon,Hal Holbrook,Terry Kinney,Gus Van Sant,6.6,Matt_Damon|Hal_Holbrook|Terry_Kinney|Gus_Van_Sant,12
2610,Comedy|Romance,atheist|limp|quantum mechanics|religion|runaway,Whatever Works ,Larry David,Michael McKean,Conleth Hill,Woody Allen,7.2,Larry_David|Michael_McKean|Conleth_Hill|Woody_Allen,5
2611,Drama|Mystery|Thriller,clique|country club|female protagonist|lip gloss|title directed by female,The In Crowd ,Matthew Settle,Susan Ward,A.J. Buckley,Mary Lambert,4.6,Matthew_Settle|Susan_Ward|A.J._Buckley|Mary_Lambert,31
2612,Adventure|Crime|Drama|Mystery|Western,cemetery|friend|journey|mexico|promise,Three Burials ,Levon Helm,Dwight Yoakam,Guillermo Arriaga,Tommy Lee Jones,7.5,Levon_Helm|Dwight_Yoakam|Guillermo_Arriaga|Tommy_Lee_Jones,13
2613,Drama|War,german|ghetto|hope|nazi|radio,Jakob the Liar ,Robin Williams,Mark Margolis,Michael Jeter,Peter Kassovitz,6.5,Robin_Williams|Mark_Margolis|Michael_Jeter|Peter_Kassovitz,35
2614,Comedy|Crime|Mystery,actor|detective sergeant|hotel|nightclub|thief,Kiss Kiss Bang Bang ,Robert Downey Jr.,Corbin Bernsen,Larry Miller,Shane Black,7.6,Robert_Downey_Jr.|Corbin_Bernsen|Larry_Miller|Shane_Black,27
2615,Comedy|Fantasy|Horror|Thriller,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,Idle Hands ,Vivica A. Fox,Fred Willard,Elden Henson,Rodman Flender,6.2,Vivica_A._Fox|Fred_Willard|Elden_Henson|Rodman_Flender,11
2616,Drama|Mystery|Thriller,amnesia|car accident|female protagonist|lesbian sex|loss of memory,Mulholland Drive ,Naomi Watts,Robert Forster,Laura Harring,David Lynch,8.0,Naomi_Watts|Robert_Forster|Laura_Harring|David_Lynch,31
2617,Drama|Fantasy|Horror|Romance,colorado|love|murder|rocky mountains|werewolf,Blood and Chocolate ,Olivier Martinez,Agnes Bruckner,Chris Geere,Katja von Garnier,5.5,Olivier_Martinez|Agnes_Bruckner|Chris_Geere|Katja_von_Garnier,19
2618,Comedy|Drama|Romance,call girl|charlatan|fortune teller|manuscript|writer,You Will Meet a Tall Dark Stranger ,Anthony Hopkins,Naomi Watts,Ewen Bremner,Woody Allen,6.3,Anthony_Hopkins|Naomi_Watts|Ewen_Bremner|Woody_Allen,5
2619,Drama|Romance|Sci-Fi,boarding school|childhood|love|love triangle|organ donation,Never Let Me Go ,Andrew Garfield,Charlie Rowe,Charlotte Rampling,Mark Romanek,7.2,Andrew_Garfield|Charlie_Rowe|Charlotte_Rampling|Mark_Romanek,19
2620,Crime|Drama|Mystery|Thriller,35 mm digital camera|drugs|murder|train|travel,Transsiberian ,Thomas Kretschmann,Eduardo Noriega,Mac McDonald,Brad Anderson,6.7,Thomas_Kretschmann|Eduardo_Noriega|Mac_McDonald|Brad_Anderson,29
2621,Adventure|Drama|Fantasy,cave bear|cro magnon|neanderthal|survival|tradition,The Clan of the Cave Bear ,Curtis Armstrong,Pamela Reed,Mike Muscat,Michael Chapman,5.3,Curtis_Armstrong|Pamela_Reed|Mike_Muscat|Michael_Chapman,13
2622,Comedy|Crime|Drama,abusive husband|alabama|boy|dream|sheriff,Crazy in Alabama ,Meat Loaf,Elizabeth Perkins,Noah Emmerich,Antonio Banderas,6.3,Meat_Loaf|Elizabeth_Perkins|Noah_Emmerich|Antonio_Banderas,47
2623,Crime|Drama|Horror|Thriller,breaking the fourth wall|looking at the camera|remake|serial killer|violence,Funny Games ,Naomi Watts,Siobhan Fallon Hogan,Brady Corbet,Michael Haneke,6.5,Naomi_Watts|Siobhan_Fallon_Hogan|Brady_Corbet|Michael_Haneke,29
2624,Drama|Sci-Fi|Thriller,divorce papers|fainting|mind control|playground|technology,Listening ,Thomas Stroppel,Kalim Chandler,Amber Marie Bollinger,Khalil Sullins,5.6,Thomas_Stroppel|Kalim_Chandler|Amber_Marie_Bollinger|Khalil_Sullins,31
2625,Drama|Thriller,caterer|catering|chef|friend|lawn mower,Felicia's Journey ,Bob Hoskins,Elaine Cassidy,Gerard McSorley,Atom Egoyan,7.0,Bob_Hoskins|Elaine_Cassidy|Gerard_McSorley|Atom_Egoyan,3
2626,Drama|Sci-Fi,art deco|bible quote|dance|silent film|worker,Metropolis ,Brigitte Helm,Gustav Fr??hlich,Rudolf Klein-Rogge,Fritz Lang,8.3,Brigitte_Helm|Gustav_Fr??hlich|Rudolf_Klein-Rogge|Fritz_Lang,3
2627,Action|Crime|Thriller,bomb|gang|police|sister|undercover cop,District B13 ,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,Pierre Morel,7.2,David_Belle|Cyril_Raffaelli|Dany_Verissimo-Petit|Pierre_Morel,8
2628,Crime|Drama,death|finger gun|video message|what happened to epilogue|wheelchair,Things to Do in Denver When You're Dead ,Steve Buscemi,Bill Cobbs,Treat Williams,Gary Fleder,6.8,Steve_Buscemi|Bill_Cobbs|Treat_Williams|Gary_Fleder,3
2629,Action|Drama,black magic|china|love|refusal to kill|wuxia,The Assassin ,Qi Shu,Chen Chang,Satoshi Tsumabuki,Hsiao-Hsien Hou,6.4,Qi_Shu|Chen_Chang|Satoshi_Tsumabuki|Hsiao-Hsien_Hou,3
2630,Comedy|Crime|Drama|Thriller|War,berlin wall|germany|murder|soldier|specialist,Buffalo Soldiers ,Dean Stockwell,Scott Glenn,Leon,Gregor Jordan,6.9,Dean_Stockwell|Scott_Glenn|Leon|Gregor_Jordan,29
2631,Drama|Mystery|Thriller,boy|photograph|return|russian|wilderness,The Return ,Konstantin Lavronenko,Vladimir Garin,Nataliya Vdovina,Andrey Zvyagintsev,8.0,Konstantin_Lavronenko|Vladimir_Garin|Nataliya_Vdovina|Andrey_Zvyagintsev,31
2632,Action,cult film|elephant|jungle|martial arts|stylized violence,Ong-bak 2 ,Nirut Sirichanya,Petchtai Wongkamlao,Sarunyu Wongkrachang,Tony Jaa,6.2,Nirut_Sirichanya|Petchtai_Wongkamlao|Sarunyu_Wongkrachang|Tony_Jaa,23
2633,Action|Adventure|Drama|History|Thriller|War,mushroom|mute|roman soldier|screaming|wood carving,Centurion ,Michael Fassbender,JJ Feild,Dave Legeno,Neil Marshall,6.4,Michael_Fassbender|JJ_Feild|Dave_Legeno|Neil_Marshall,35
2634,Action|Drama|Thriller,assassin|die hard scenario|rangefinder|soldier|veteran,Silent Trigger ,Christopher Heyerdahl,Gina Bellman,Conrad Dunn,Russell Mulcahy,5.6,Christopher_Heyerdahl|Gina_Bellman|Conrad_Dunn|Russell_Mulcahy,6
2635,Fantasy|Horror|Mystery,butcher|girlfriend|mute character|photographer|subway,The Midnight Meat Train ,Bradley Cooper,Brooke Shields,Leslie Bibb,Ry??hei Kitamura,6.1,Bradley_Cooper|Brooke_Shields|Leslie_Bibb|Ry??hei_Kitamura,42
2636,Biography|Drama|History,character name in title|nelson mandela|one word title|reference to winnie mandela|south africa,Winnie Mandela ,Jennifer Hudson,Wendy Crewson,Aubrey Poo,Darrell Roodt,6.0,Jennifer_Hudson|Wendy_Crewson|Aubrey_Poo|Darrell_Roodt,3
2637,Crime|Drama|Thriller,housing project|letter|man with glasses|murder|subjective camera,The Son of No One ,Channing Tatum,Al Pacino,Tracy Morgan,Dito Montiel,5.1,Channing_Tatum|Al_Pacino|Tracy_Morgan|Dito_Montiel,33
2638,Action|Comedy|Drama|War,apostrophe in title|behind enemy lines|box office flop|gay interest|punctuation in title,All the Queen's Men ,Eddie Izzard,Udo Kier,Edward Fox,Stefan Ruzowitzky,4.5,Eddie_Izzard|Udo_Kier|Edward_Fox|Stefan_Ruzowitzky,35
2639,Comedy|Drama|Fantasy|Music|Romance,commercial|dream|dreaming|girl|new york city,The Good Night ,Stephen Graham,Gael Le Cornec,Keith Allen,Jake Paltrow,5.9,Stephen_Graham|Gael_Le_Cornec|Keith_Allen|Jake_Paltrow,2
2640,Biography|Drama|Fantasy|History,bathory|countess|female protagonist|legend|virgin blood,Bathory: Countess of Blood ,Anna Friel,Hans Matheson,Franco Nero,Juraj Jakubisko,6.0,Anna_Friel|Hans_Matheson|Franco_Nero|Juraj_Jakubisko,3
2641,Adventure|Animation|Family,herd|ostrich|waterhole|wildebeest|zebra,Khumba ,Liam Neeson,Steve Buscemi,Loretta Devine,Anthony Silverston,5.8,Liam_Neeson|Steve_Buscemi|Loretta_Devine|Anthony_Silverston,20
2642,Action|Sci-Fi|Thriller,child hitman|dystopia|future|robot|self repair,Automata ,Birgitte Hjort S??rensen,Robert Forster,Melanie Griffith,Gabe Ib????ez,6.1,Birgitte_Hjort_S??rensen|Robert_Forster|Melanie_Griffith|Gabe_Ib????ez,28
2643,Action|Adventure|Fantasy,combat|helmet|martial arts|medieval times|violence,Dungeons & Dragons: Wrath of the Dragon God ,Bruce Payne,Lucy Gaskell,Steven Elder,Gerry Lively,4.9,Bruce_Payne|Lucy_Gaskell|Steven_Elder|Gerry_Lively,23
2644,Action|Crime|Drama|Thriller,chinese|gang|gratitude|immigrant|japan,Shinjuku Incident ,Bingbing Fan,Daniel Wu,Yasuaki Kurata,Tung-Shing Yee,7.1,Bingbing_Fan|Daniel_Wu|Yasuaki_Kurata|Tung-Shing_Yee,6
2645,Biography|Drama,betrayal|french revolution|friendship|poet|revolution,Pandaemonium ,Samantha Morton,Dexter Fletcher,Linus Roache,Julien Temple,6.6,Samantha_Morton|Dexter_Fletcher|Linus_Roache|Julien_Temple,3
2646,Comedy|Fantasy|Romance,cult film|existentialism|groundhog day|time loop|trapped in a time loop,Groundhog Day ,Bill Murray,Chris Elliott,Willie Garson,Harold Ramis,8.1,Bill_Murray|Chris_Elliott|Willie_Garson|Harold_Ramis,10
2647,Comedy|Drama|Music,male bonding|male friendship|male objectification|muscular|stripper,Magic Mike XXL ,Matt Bomer,Channing Tatum,Kevin Nash,Gregory Jacobs,5.7,Matt_Bomer|Channing_Tatum|Kevin_Nash|Gregory_Jacobs,2
2648,Drama|Romance,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,Romeo + Juliet ,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy,Baz Luhrmann,6.8,Leonardo_DiCaprio|Harold_Perrineau|Brian_Dennehy|Baz_Luhrmann,39
2649,Drama|War,apartment|escape|jewish family|journalist|key,Sarah's Key ,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,Gilles Paquet-Brenner,7.5,Kristin_Scott_Thomas|Aidan_Quinn|Arben_Bajraktaraj|Gilles_Paquet-Brenner,35
2650,Drama|Family|Music,19th century|christian film|hymn|religion|slave,Freedom ,Sharon Leal,David Rasche,Bart Shatto,Peter Cousens,6.2,Sharon_Leal|David_Rasche|Bart_Shatto|Peter_Cousens,3
2651,Drama|Western,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,Unforgiven ,Clint Eastwood,Morgan Freeman,Frances Fisher,Clint Eastwood,8.3,Clint_Eastwood|Morgan_Freeman|Frances_Fisher|Clint_Eastwood,26
2652,Drama,cotton|female frontal nudity|flogging|gangster|slavery,Manderlay ,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,Lars von Trier,7.4,Bryce_Dallas_Howard|Jeremy_Davies|Jean-Marc_Barr|Lars_von_Trier,3
2653,Drama|Romance,cheating|falling from height|murder|non professional cast|slum,Slumdog Millionaire ,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar,Danny Boyle,8.0,Anil_Kapoor|Saurabh_Shukla|Ayush_Mahesh_Khedekar|Danny_Boyle,19
2654,Drama|Romance|Thriller,borderline personality disorder|killing a pet|madame butterfly|new york|new york city,Fatal Attraction ,Fred Gwynne,Lois Smith,Anne Archer,Adrian Lyne,6.9,Fred_Gwynne|Lois_Smith|Anne_Archer|Adrian_Lyne,19
2655,Comedy|Romance,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,Pretty Woman ,Julia Roberts,Hector Elizondo,Jason Alexander,Garry Marshall,6.9,Julia_Roberts|Hector_Elizondo|Jason_Alexander|Garry_Marshall,43
2656,Action|Adventure|Comedy,australia|australian|crime boss|crocodile|gangster,Crocodile Dundee II ,Paul Hogan,Linda Kozlowski,John Meillon,John Cornell,5.5,Paul_Hogan|Linda_Kozlowski|John_Meillon|John_Cornell,23
2657,Biography|Drama|War,desert|drunkenness|religious mother|strict mother|vietnam war,Born on the Fourth of July ,Tom Cruise,Tom Berenger,Stephen Baldwin,Oliver Stone,7.2,Tom_Cruise|Tom_Berenger|Stephen_Baldwin|Oliver_Stone,35
2658,Adventure|Comedy|Family|Sport,bobsled|coach|jamaica|olympic games|olympics,Cool Runnings ,Doug E. Doug,Leon,Malik Yoba,Jon Turteltaub,6.9,Doug_E._Doug|Leon|Malik_Yoba|Jon_Turteltaub,20
2659,Horror|Thriller,coma|death|miner|valentine|valentine's day,My Bloody Valentine ,Jensen Ackles,Jaime King,Edi Gathegi,Patrick Lussier,5.5,Jensen_Ackles|Jaime_King|Edi_Gathegi|Patrick_Lussier,11
2660,Drama|Music|Romance,atlanta georgia|competition|dancer|death|fraternity,Stomp the Yard ,Chris Brown,Laz Alonso,Harry Lennix,Sylvain White,5.2,Chris_Brown|Laz_Alonso|Harry_Lennix|Sylvain_White,19
2661,Action|Adventure|Sci-Fi|Thriller,1970s|cult film|official james bond series|submarine|world war three,The Spy Who Loved Me ,Caroline Munro,Desmond Llewelyn,Barbara Bach,Lewis Gilbert,7.1,Caroline_Munro|Desmond_Llewelyn|Barbara_Bach|Lewis_Gilbert,21
2662,Horror|Mystery|Thriller,campus|death|friend|professor|urban legend,Urban Legend ,Alicia Witt,Loretta Devine,Julian Richings,Jamie Blanks,5.5,Alicia_Witt|Loretta_Devine|Julian_Richings|Jamie_Blanks,11
2663,Comedy|Drama|Romance,businessman|fight|mean brother|narrated by character|wordplay in title,Good Deeds ,Eddie Cibrian,Phylicia Rashad,Jamie Kennedy,Tyler Perry,5.4,Eddie_Cibrian|Phylicia_Rashad|Jamie_Kennedy|Tyler_Perry,2
2664,Adventure|Drama,alaska|dog|friendship|gold|yukon,White Fang ,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,Randal Kleiser,6.7,Seymour_Cassel|Klaus_Maria_Brandauer|Susan_Hogan|Randal_Kleiser,13
2665,Comedy|Romance,dancing|orphan|school|special education|student,Superstar ,Will Ferrell,Elaine Hendrix,Molly Shannon,Bruce McCulloch,5.0,Will_Ferrell|Elaine_Hendrix|Molly_Shannon|Bruce_McCulloch,25
2666,Biography|Drama|History,british prime minister|female prime minister|politics|prime minister|told in flashback,The Iron Lady ,Meryl Streep,Jim Broadbent,Olivia Colman,Phyllida Lloyd,6.4,Meryl_Streep|Jim_Broadbent|Olivia_Colman|Phyllida_Lloyd,3
2667,Adventure|Animation|Comedy|Drama|Family|Musical,anthropomorphism|pirate|pirate ship|tomato|whale,Jonah: A VeggieTales Movie ,Phil Vischer,Mike Nawrocki,Shelby Vischer,Mike Nawrocki,6.6,Phil_Vischer|Mike_Nawrocki|Shelby_Vischer|Mike_Nawrocki,16
2668,Drama|Romance,african american|mail carrier|poetry|postal worker|south central los angeles,Poetic Justice ,Janet Jackson,Khandi Alexander,Maya Angelou,John Singleton,5.9,Janet_Jackson|Khandi_Alexander|Maya_Angelou|John_Singleton,19
2669,Action|Comedy|Crime|Thriller,black comedy|bounty hunter|diamond|machismo|money,All About the Benjamins ,Mike Epps,Roger Guenveur Smith,Gino Salvano,Kevin Bray,5.7,Mike_Epps|Roger_Guenveur_Smith|Gino_Salvano|Kevin_Bray,44
2670,Comedy|Fantasy|Horror|Romance,blood|destiny|nightmare|partner|vampire,Vampire in Brooklyn ,John Witherspoon,W. Earl Brown,Allen Payne,Wes Craven,4.5,John_Witherspoon|W._Earl_Brown|Allen_Payne|Wes_Craven,1
2671,Horror,demon|exorcism|locust|priest|repressed memory,Exorcist II: The Heretic ,Linda Blair,Richard Burton,Ned Beatty,John Boorman,3.7,Linda_Blair|Richard_Burton|Ned_Beatty|John_Boorman,1
2672,Horror|Mystery|Thriller,flashback|lifting someone into the air|paranormal phenomena|voice over letter|year 1818,An American Haunting ,Sissy Spacek,James D'Arcy,Vernon Dobtcheff,Courtney Solomon,5.0,Sissy_Spacek|James_D'Arcy|Vernon_Dobtcheff|Courtney_Solomon,11
2673,Comedy|Romance,boss' daughter|crush|house sitter|housesitting|love interest,My Boss's Daughter ,Carmen Electra,Tyler Labine,Molly Shannon,David Zucker,4.6,Carmen_Electra|Tyler_Labine|Molly_Shannon|David_Zucker,2
2674,Adventure|Mystery|Thriller,cliff|hawaii|island|newlywed|waterfall,A Perfect Getaway ,Chris Hemsworth,Milla Jovovich,Marley Shelton,David Twohy,6.5,Chris_Hemsworth|Milla_Jovovich|Marley_Shelton|David_Twohy,31
2675,Comedy|Romance,california|love|marriage|wedding|wedding dress,Our Family Wedding ,America Ferrera,Lance Gross,Lupe Ontiveros,Rick Famuyiwa,4.9,America_Ferrera|Lance_Gross|Lupe_Ontiveros|Rick_Famuyiwa,0
2676,Comedy,college|college roommate|party|roommate|student,Dead Man on Campus ,Alyson Hannigan,Linda Cardellini,Poppy Montgomery,Alan Cohn,6.0,Alyson_Hannigan|Linda_Cardellini|Poppy_Montgomery|Alan_Cohn,17
2677,Comedy|Drama|War,ambassador|american|art|english|italy,Tea with Mussolini ,Lily Tomlin,Joan Plowright,Paolo Seganti,Franco Zeffirelli,6.9,Lily_Tomlin|Joan_Plowright|Paolo_Seganti|Franco_Zeffirelli,2
2678,Fantasy|Horror,death|doctor|gypsy|judge|lawyer,Thinner ,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,Tom Holland,5.7,Joe_Mantegna|Bethany_Joy_Lenz|Kari_Wuhrer|Tom_Holland,1
2679,Drama|Music|Musical|Romance,love|musician|saxophonist|singer|songwriter,"New York, New York ",Robert De Niro,Liza Minnelli,Mary Kay Place,Martin Scorsese,6.7,Robert_De_Niro|Liza_Minnelli|Mary_Kay_Place|Martin_Scorsese,34
2680,Comedy|Drama,argument|birthday|bully|coming of age|semi autobiographical,Crooklyn ,Alfre Woodard,Delroy Lindo,Isaiah Washington,Spike Lee,6.9,Alfre_Woodard|Delroy_Lindo|Isaiah_Washington|Spike_Lee,2
2681,Comedy|Drama|Romance,banker|investment|investment banker|marriage|sex,I Think I Love My Wife ,Steve Buscemi,Eliza Coupe,Wendell Pierce,Chris Rock,5.5,Steve_Buscemi|Eliza_Coupe|Wendell_Pierce|Chris_Rock,2
2682,Action|Horror|Sci-Fi|Thriller,jason voorhees|lake|machete|scientist|slasher,Jason X ,Peter Mensah,Kane Hodder,Lexa Doig,James Isaac,4.4,Peter_Mensah|Kane_Hodder|Lexa_Doig|James_Isaac,28
2683,Drama|History,campaign|chess|friend|hotel|senator,Bobby ,Anthony Hopkins,Nick Cannon,Brian Geraghty,Emilio Estevez,7.0,Anthony_Hopkins|Nick_Cannon|Brian_Geraghty|Emilio_Estevez,3
2684,Comedy|Mystery|Romance,apartment|fast motion scene|model|private investigation|suspected murder,Head Over Heels ,Monica Potter,Ivana Milicevic,China Chow,Mark Waters,5.4,Monica_Potter|Ivana_Milicevic|China_Chow|Mark_Waters,2
2685,Adventure|Comedy,adult humor|best friend|friend|halloween|teenage girl,Fun Size ,Thomas McDonell,Jackson Nicoll,Osric Chau,Josh Schwartz,5.4,Thomas_McDonell|Jackson_Nicoll|Osric_Chau|Josh_Schwartz,49
2686,Biography|Drama,arc de triomphe paris|based on autobiography|coma|elle magazine|male frontal nudity,The Diving Bell and the Butterfly ,Emmanuelle Seigner,Mathieu Amalric,Isaach De Bankol??,Julian Schnabel,8.0,Emmanuelle_Seigner|Mathieu_Amalric|Isaach_De_Bankol??|Julian_Schnabel,3
2687,Drama|Romance,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,Little Children ,Kate Winslet,Noah Emmerich,Jane Adams,Todd Field,7.6,Kate_Winslet|Noah_Emmerich|Jane_Adams|Todd_Field,19
2688,Drama|Mystery|Thriller,college|college campus|gossip|rape|sex,Gossip ,Norman Reedus,Sharon Lawrence,Noam Jenkins,Davis Guggenheim,5.9,Norman_Reedus|Sharon_Lawrence|Noam_Jenkins|Davis_Guggenheim,31
2689,Drama,adulterous wife|cheating wife|summer|unfaithfulness|woodstock,A Walk on the Moon ,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,Tony Goldwyn,6.6,Viggo_Mortensen|Julie_Kavner|Tovah_Feldshuh|Tony_Goldwyn,3
2690,Biography|Drama|History,attack|coach|colonel|jail|oil refinery,Catch a Fire ,Derek Luke,Terry Pheto,Bonnie Henna,Phillip Noyce,6.7,Derek_Luke|Terry_Pheto|Bonnie_Henna|Phillip_Noyce,3
2691,Drama|Horror|Mystery|Thriller,car accident|college|ghost|girl in panties|white panties,Soul Survivors ,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,Stephen Carpenter,3.9,Melissa_Sagemiller|Angela_Featherstone|Candace_Kroslak|Stephen_Carpenter,31
2692,Biography|Drama|History|Romance,18th century|ambassador|french revolution|friendship|thomas jefferson,Jefferson in Paris ,Seth Gilliam,Todd Boyce,Nigel Whitmey,James Ivory,5.7,Seth_Gilliam|Todd_Boyce|Nigel_Whitmey|James_Ivory,19
2693,Comedy|Romance,estate|female frontal nudity|female nudity|no panties|unhappy marriage,Easy Virtue ,Colin Firth,Kristin Scott Thomas,Kris Marshall,Stephan Elliott,6.7,Colin_Firth|Kristin_Scott_Thomas|Kris_Marshall|Stephan_Elliott,2
2694,Action|Adventure|History,afghanistan|caravan|rebel|russian|tribe,Caravans ,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,James Fargo,6.5,Christopher_Lee|Joseph_Cotten|Behrouz_Vossoughi|James_Fargo,23
2695,Biography|Drama|History,prism|rented room|scrofula|sketching|sunrise,Mr. Turner ,Lesley Manville,Ruth Sheen,Karl Johnson,Mike Leigh,6.8,Lesley_Manville|Ruth_Sheen|Karl_Johnson|Mike_Leigh,3
2696,Drama|Romance,dentist|letter|pilot|skateboard|wallet,Wild Grass ,Mathieu Amalric,Sara Forestier,Edouard Baer,Alain Resnais,6.3,Mathieu_Amalric|Sara_Forestier|Edouard_Baer|Alain_Resnais,19
2697,Biography|Crime|Drama|War,jesuit|jew|pope|priest|ss,Amen. ,Sebastian Koch,Mathieu Kassovitz,Ulrich M??he,Costa-Gavras,7.3,Sebastian_Koch|Mathieu_Kassovitz|Ulrich_M??he|Costa-Gavras,35
2698,Action,martial arts|sword fight|wuxia,Reign of Assassins ,Woo-sung Jung,Shawn Yue,Kelly Lin,Chao-Bin Su,6.9,Woo-sung_Jung|Shawn_Yue|Kelly_Lin|Chao-Bin_Su,23
2699,Comedy|Drama|War,college tuition|guitar|road trip|soldier|stranded,The Lucky Ones ,John Heard,Katherine LaNasa,Mark L. Young,Neil Burger,7.0,John_Heard|Katherine_LaNasa|Mark_L._Young|Neil_Burger,2
2700,Drama,accident|bus|loss of virginity|new york city|virginity,Margaret ,Matt Damon,Kieran Culkin,John Gallagher Jr.,Kenneth Lonergan,6.5,Matt_Damon|Kieran_Culkin|John_Gallagher_Jr.|Kenneth_Lonergan,12
2701,Comedy|Horror,dollar bill|double entendre|escaped convict|halloween|striptease,Stan Helsing ,Steve Howey,Kenan Thompson,Diora Baird,Bo Zenga,3.6,Steve_Howey|Kenan_Thompson|Diora_Baird|Bo_Zenga,1
2702,Comedy|Drama|Romance,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character,Flipped ,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,Rob Reiner,7.7,Madeline_Carroll|Rebecca_De_Mornay|Aidan_Quinn|Rob_Reiner,2
2703,Drama|Romance,gay relationship|homosexuality|mountain|ranch|rodeo,Brokeback Mountain ,Jake Gyllenhaal,Heath Ledger,Anne Hathaway,Ang Lee,7.7,Jake_Gyllenhaal|Heath_Ledger|Anne_Hathaway|Ang_Lee,19
2704,Comedy|Romance,female protagonist|high school|makeover|matchmaker|popularity,Clueless ,Donald Faison,Dan Hedaya,Elisa Donovan,Amy Heckerling,6.8,Donald_Faison|Dan_Hedaya|Elisa_Donovan|Amy_Heckerling,2
2705,Drama|Romance,african american|catastrophe|family relationships|farewell scene|therapy,Far from Heaven ,Dennis Quaid,Celia Weston,Michael Gaston,Todd Haynes,7.4,Dennis_Quaid|Celia_Weston|Michael_Gaston|Todd_Haynes,19
2706,Comedy|Sci-Fi,acid trip|gameshow|hot tub|time lord|time machine,Hot Tub Time Machine 2 ,Adam Scott,Gillian Jacobs,Collette Wolfe,Steve Pink,5.1,Adam_Scott|Gillian_Jacobs|Collette_Wolfe|Steve_Pink,17
2707,Biography|Drama,asylum|lust|male pubic hair|penis|pubic hair,Quills ,Kate Winslet,Stephen Marcus,Amelia Warner,Philip Kaufman,7.4,Kate_Winslet|Stephen_Marcus|Amelia_Warner|Philip_Kaufman,3
2708,Comedy|Crime,dognapping|gangster|misfiring gun|screenwriter|shih tzu,Seven Psychopaths ,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg,Martin McDonagh,7.2,Abbie_Cornish|Gabourey_Sidibe|Michael_Stuhlbarg|Martin_McDonagh,47
2709,Crime|Drama|Music|Mystery|Thriller,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female,The Caveman's Valentine ,Colm Feore,Tamara Tunie,Aunjanue Ellis,Kasi Lemmons,6.0,Colm_Feore|Tamara_Tunie|Aunjanue_Ellis|Kasi_Lemmons,29
2710,Biography|Drama|History|War,bunker|hitler|nazi|no exit|war ruins,Downfall ,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,Oliver Hirschbiegel,8.3,Thomas_Kretschmann|Bruno_Ganz|Alexandra_Maria_Lara|Oliver_Hirschbiegel,35
2711,Biography|Drama|Romance,dignity|euthanasia|freedom|lawyer|sailor,The Sea Inside ,Bel??n Rueda,Lola Due??as,Tamar Novas,Alejandro Amen??bar,8.1,Bel??n_Rueda|Lola_Due??as|Tamar_Novas|Alejandro_Amen??bar,19
2712,Drama|Horror|Sci-Fi|Thriller,alien|desire|female nudity|male frontal nudity|scotland,Under the Skin ,Scarlett Johansson,Paul Brannigan,Alison Chand,Jonathan Glazer,6.3,Scarlett_Johansson|Paul_Brannigan|Alison_Chand|Jonathan_Glazer,28
2713,Biography|Comedy|Drama|War,disc jockey|friendship|radio|vietnam|vietnamese,"Good Morning, Vietnam ",Robin Williams,J.T. Walsh,Bruno Kirby,Barry Levinson,7.3,Robin_Williams|J.T._Walsh|Bruno_Kirby|Barry_Levinson,35
2714,Comedy,mafia|mafia boss|mafiosi|mafioso|three word title,The Last Godfather ,Jason Mewes,Stephanie Danielson,Michael Rispoli,Hyung-rae Shim,3.6,Jason_Mewes|Stephanie_Danielson|Michael_Rispoli|Hyung-rae_Shim,17
